"場所の名前","カテゴリ","区名","所在地","TEL","避難可能時間","災害対策基本法に基づく指定","避難場所の対象とする災害","経度","緯度","分類"
"南百済小学校","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","湯里1-15-40","6701-0207","24時間","指定緊急避難場所・指定避難所","地震、津波","135.534955783682","34.6148701115188","一時避難場所・災害時避難所"
"湯里小学校","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","湯里6-8-3","6797-0900","24時間","指定緊急避難場所・指定避難所","地震、津波","135.539406524442","34.610415381535","一時避難場所・災害時避難所"
"鷹合小学校","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","鷹合3-12-38","6692-0455","24時間","指定緊急避難場所・指定避難所","地震、津波","135.529567913658","34.6122368039961","一時避難場所・災害時避難所"
"今川小学校","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","今川4-24-4","6702-5653","24時間","指定緊急避難場所・指定避難所","地震、津波","135.53520722808","34.6271442268267","一時避難場所・災害時避難所"
"矢田北小学校","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","照ヶ丘矢田2-1-55","6705-1601","24時間","指定緊急避難場所・指定避難所","地震、津波","135.535999757714","34.6089213367958","一時避難場所・災害時避難所"
"矢田東小学校","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","住道矢田2-7-43","6702-9877","24時間","指定緊急避難場所・指定避難所","地震、津波","135.537803089542","34.6029085957206","一時避難場所・災害時避難所"
"矢田西小学校","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","公園南矢田2-15-43","6699-1600","24時間","指定緊急避難場所・指定避難所","地震、津波","135.525821674515","34.6044685289528","一時避難場所・災害時避難所"
"田辺中学校","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","南田辺4-7-24","6692-0117","24時間","指定緊急避難場所・指定避難所","地震、津波","135.522781329761","34.6158734652401","一時避難場所・災害時避難所"
"東住吉中学校","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","桑津5-17-25","6719-4488","24時間","指定緊急避難場所・指定避難所","地震、津波","135.53210724706","34.635629584047","一時避難場所・災害時避難所"
"白鷺中学校","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","今川1-2-21","6713-0500","24時間","指定緊急避難場所・指定避難所","地震、津波","135.536117350245","34.6315350373667","一時避難場所・災害時避難所"
"中野中学校","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","中野4-4-25","6702-4455","24時間","指定緊急避難場所・指定避難所","地震、津波","135.539568930672","34.6200280762719","一時避難場所・災害時避難所"
"矢田中学校","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","住道矢田9-7-55","6702-5775","24時間","指定緊急避難場所・指定避難所","地震、津波","135.541091739166","34.6019528189644","一時避難場所・災害時避難所"
"やたなか小中一貫校　（矢田小学校・矢田南中学校）","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","矢田3-4-27","6698-1521","24時間","指定緊急避難場所・指定避難所","地震、津波","135.528748941457","34.6039922821421","一時避難場所・災害時避難所"
"矢田西中学校","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","公園南矢田2-12-47","6697-1891","24時間","指定緊急避難場所・指定避難所","地震、津波","135.524071628014","34.6043871233716","一時避難場所・災害時避難所"
"大阪芸術大学短期大学部","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","矢田2-14-19","6691-7341","24時間","指定緊急避難場所・指定避難所","地震、津波","135.531348818532","34.6082368314461","一時避難場所・災害時避難所"
"城南学園","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","照ヶ丘矢田2-14-19","6702-9784","24時間","指定緊急避難場所・指定避難所","地震、津波","135.537808885528","34.6081712413488","一時避難場所・災害時避難所"
"長居第２陸上競技場","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","長居公園1-1","6691-2500","24時間","指定避難所","地震、津波","135.518463470117","34.6110450070563","一時避難場所・災害時避難所"
"早川福祉会館","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","南田辺1-9-28","6622-0122","-","指定避難所","-","135.525467571697","34.6214643202176","災害時避難所"
"東住吉スポーツセンター","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","公園南矢田4-30-3","6694-4580","24時間","指定緊急避難場所","地震、津波","135.526225512829","34.5986879538357","一時避難場所"
"長居陸上競技場","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","長居公園1-1","6691-2500","24時間","指定避難所","地震、津波","135.517679873956","34.6139910531353","一時避難場所・災害時避難所"
"長居球技場","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","長居公園1-1","6691-2500","24時間","指定避難所","地震、津波","135.516521516929","34.6149148617189","一時避難場所・災害時避難所"
"山坂公園","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","山坂2-19","－","24時間","指定緊急避難場所","地震、津波","135.521749381788","34.6232902585282","一時避難場所"
"育和公園","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","杭全8-5","－","24時間","指定緊急避難場所","地震、津波","135.541684952876","34.6336174058184","一時避難場所"
"平野白鷺公園","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","今川6-7","－","24時間","指定緊急避難場所","地震、津波","135.542832359822","34.6270901042276","一時避難場所"
"酒君塚公園","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","鷹合2-5","－","24時間","指定緊急避難場所","地震、津波","135.531545783381","34.6148635380781","一時避難場所"
"駒川公園","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","駒川2-3","－","24時間","指定緊急避難場所","地震、津波","135.530590609702","34.6294138793328","一時避難場所"
"鷹合公園","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","鷹合4-5","－","24時間","指定緊急避難場所","地震、津波","135.530824920719","34.6109742149307","一時避難場所"
"桑津東公園","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","桑津4-10","－","24時間","指定緊急避難場所","地震、津波","135.532940043926","34.6374114148002","一時避難場所"
"駒川北公園","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","駒川1-20","－","24時間","指定緊急避難場所","地震、津波","135.531098761841","34.6342280170228","一時避難場所"
"桑津北公園","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","桑津1-12","－","24時間","指定緊急避難場所","地震、津波","135.529308594224","34.6418223389833","一時避難場所"
"桑津公園","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","桑津3-6","－","24時間","指定緊急避難場所","地震、津波","135.529969199921","34.6383951315224","一時避難場所"
"今川公園","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","今川4-23","－","24時間","指定緊急避難場所","地震、津波","135.534482401418","34.6268317551157","一時避難場所"
"中野町公園","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","中野1-8","－","24時間","指定緊急避難場所","地震、津波","135.535705596325","34.6226557322298","一時避難場所"
"南百済公園","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","中野3-10","－","24時間","指定緊急避難場所","地震、津波","135.537583548724","34.6186490576968","一時避難場所"
"今林公園","防災関連施設 - 一時避難場所・災害時避難所","東住吉区","今林4-4","－","24時間","指定緊急避難場所","地震、津波","135.54540900166","34.6372485289344","一時避難場所"
